id,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,player_fifa_api_id,player_api_id,overall_rating,potential,player_name,birthday
98162,0.3910747768194304,0.3009393414671878,-0.20565147084808985,-0.3561304220842485,-0.3635416558392374,0.15683673183953292,-0.04172695113114098,-0.07158372802991911,-0.05265056985625256,0.2787005159212287,-0.2512897679795734,0.06951121195697196,0.05456575882976468,-0.08094894908259319,224763,556952,61.0,78.0,Krystian Bielik,1998-01-04 00:00:00
141419,-0.2306132036007161,-0.6129791357095494,-0.16779643569275807,0.5251397837136811,-0.6766939234688423,0.040686590826035963,0.5318116408013435,-0.2159625208291838,-0.06259228058796652,0.3987475205715341,-0.1574816477750904,-0.007418793896306415,0.16373360372430948,0.0640358348139934,162275,13327,60.0,60.0,Pawel Sasin,1983-10-02 00:00:00
165016,0.1965541928732471,0.29037255212406715,-0.18555108361583414,-0.4517770054472583,-0.3879036223696217,0.1025516075741926,0.3773959032756694,-0.36182911912962096,-0.05513818424334084,0.30773611432936343,-0.07666074411593676,-0.09699615963886522,0.1614078425081887,-0.059448057248023066,177799,42257,61.0,61.0,Stefan Glarner,1987-11-21 00:00:00
40023,2.4030759537754203,-0.5565078607174966,-0.0967037557122962,0.2748750356760298,0.15792182219091416,-0.03509956075956218,-0.09690084303050192,-0.02386186421148125,0.05069078460394578,0.411096283290591,0.03702995003180267,0.04709531255162416,-0.008790710583298195,-0.04137901075332825,15552,21645,62.0,62.0,David Meul,1981-07-03 00:00:00
39676,0.04259774288718056,-0.03404379691275937,-0.4946109727601305,-0.4561900215344541,0.8862403867873223,0.6487420857112551,0.3717516104776543,0.2136581270806263,-0.07672295379356943,0.19509494350478496,-0.16354189612270387,-0.14422089848917086,0.020374447688594557,-0.08126367778329484,219896,473937,63.0,71.0,David Holman,1993-03-17 00:00:00
140062,-0.5130341694945272,-0.10605643660649278,1.0976386582250994,0.8815072635308787,-0.4774187279962374,0.1071506539117957,0.17173623034187474,0.09880867949227648,-0.16885803148832454,-0.0204431826171618,-0.027312214578477902,0.13240256091582012,-0.07033988261648381,-0.17691959863584458,204355,308932,69.0,73.0,Paul Dummett,1991-09-26 00:00:00
140038,-0.1952537592894157,0.5664728297620901,1.123907446136304,-0.26333764688495553,-0.06060815977639026,-0.08887961663745468,0.18822860948240586,-0.031353793897810366,-0.0053929517169337,-0.06881056913733105,0.2859877959547863,-0.23631031880379716,-0.12568681063093998,-0.028791915583871605,169184,14039,67.0,67.0,Paul Dixon,1986-11-22 00:00:00
99630,-1.243598996129302,-0.08436976553767811,1.064467541987639,0.5228603697935164,-0.4787956349316329,-0.09384355252602128,-0.16063019022804398,0.4559104821449821,-0.06915544003775385,-0.22351525772372174,-0.030560275968146294,0.13220160097503733,0.0046580634534119075,-0.03767467803483508,201510,215798,80.0,88.0,Lavyin Kurzawa,1992-09-04 00:00:00
99734,-0.822243362195645,-0.9409616254512336,-0.464772435285437,0.2897917371649986,0.5798802929261753,0.4067941196899775,0.7730176474809306,0.35582267901791376,0.03374267591210256,0.22461449806077333,-0.0011283357015969993,0.07041669744341028,-0.21291205052617174,-0.031234242730642507,176815,29177,69.0,69.0,Leandrinho,1985-11-09 00:00:00
39493,-1.1600074115897905,-0.17053632532483173,-0.7188157213684183,0.7697555578701308,0.3507862160173011,-0.3916003619611713,-0.13566041208945578,-0.060743084347038526,-0.04413361119552193,0.2220339525131148,0.13523561932847114,0.026144602554576957,-0.020940510854317976,0.0514849532282214,171993,38468,71.0,71.0,David Fuster Torrijos,1982-02-03 00:00:00
39320,0.07928322175484873,0.13298886185325914,-0.2204188913763108,-0.6636842612466549,-0.20065811443935247,0.12257890198057655,-0.4512102152505019,-0.0042238944311672475,0.12433671195130826,0.6146977710334799,0.3381688389637917,0.27756679286011626,-0.04694164037603872,-0.08166493171370065,51373,30342,65.0,65.0,David Dunn,1979-12-27 00:00:00
41754,-0.06190382394344714,0.6219758681921064,1.1096654435220308,-0.17329904650714822,-0.09204995918114252,0.04942356332943869,0.1436701836368793,-0.11060759628201022,-0.08038726721408976,-0.013370182129094544,-0.12160843352894983,-0.0801637807079521,0.07154715105030099,-0.020945915644397697,188181,32087,68.0,68.0,Dean Moxey,1986-01-14 00:00:00
166020,-0.20001874209966156,0.289490214488201,1.1133322582787573,-0.4680454666860566,0.1616434728614735,0.0077914843383705325,-0.24913338493043055,-0.13773496022322498,0.04746086962733656,0.2386498549842167,0.059034913815259,-0.07987690297132105,-0.04300309652422959,-0.05689582143565835,163796,33116,66.0,66.0,Stephane Darbion,1984-03-22 00:00:00
41454,2.2297908755840474,-0.5779388007859441,-0.0995787725840158,0.22298004580859224,0.1447660578587016,-0.25951587278892724,-0.11389066104750617,0.2845600989299219,0.07502176511762727,-0.02127481464763181,-0.08027399503675732,-0.05777862585909011,-0.03139038478888386,-0.024077157068166863,204549,245599,69.0,78.0,Davy Roef,1994-02-06 00:00:00
165661,2.588847708446606,-0.6427120103555755,-0.08901700992026335,0.3561572873343705,0.2083832330923268,-0.13525807318858185,-0.3478233963840304,0.3230776594384128,0.09752203238805147,0.2786735790388151,-0.2566317988745267,0.12439202649880406,-0.06574237166973544,0.22034516562815906,205878,245433,73.0,80.0,Stefanos Kapinos,1994-03-18 00:00:00
42117,2.2790096192420144,-0.3156942463312394,1.2165647510054207,0.5619098468703203,0.5000160064320277,0.03815039427552204,-0.1517207397910278,-0.13614582114841947,-0.0436780303441579,0.2719207524943811,-0.09649047801004217,-0.08180059799598771,-0.0444194039397388,0.037496095907675886,205759,197952,60.0,67.0,Dejan Stojanovic,1993-07-19 00:00:00
41987,-0.4620386872105179,-1.0250550107723555,-0.1685376610930944,0.19859852600272293,-0.4156914030836501,-0.1858337640654812,0.2854306624699263,-0.10894837072287536,0.028520604947637924,-0.04532433632293519,-0.1825923082563483,0.2191785776691416,0.12523439517420726,-0.10699500719751273,230132,496054,70.0,82.0,Dejan Drazic,1995-09-26 00:00:00
98225,-0.04729261592329529,-0.513384447276506,1.1448435065971094,0.8541848702095389,-0.21577285352106007,0.21719500102728295,0.3775884426974442,-0.4810974206579299,-0.14380908112877716,0.3999157572667184,0.0832214308753764,0.05412336508299922,0.08359552689929438,-0.098651574649779,214889,178599,51.0,51.0,Krzysztof Kaczmarczyk,1980-06-29 00:00:00
98253,2.4913003853805664,-0.5981585673504439,-0.08051438121252423,0.3089758117876905,0.1731893082333208,-0.11445597872645215,-0.04883036041298371,0.06155211794459271,0.10306637772112186,0.4501511800859238,0.017498440433650824,0.09035664730507408,-0.07275667874132369,-0.04190848985511751,155289,13320,65.0,65.0,Krzysztof Kotorowski,1976-09-12 00:00:00
166368,0.2119686302043541,0.5717948455936418,1.107352581301156,-0.050852435132200564,-0.058213456983394675,0.07384780648520829,0.15722286636244687,-0.16788240141612282,-0.11779015073704388,-0.0620596976818615,0.22085858771442105,-0.06730258613805826,0.11478512254314488,-0.11713278919265985,164009,24212,63.0,63.0,Stephen Jordan,1982-03-06 00:00:00
140216,0.4809249208200411,-0.31825422294759864,-0.1961563125432264,-0.6287650073967771,0.033483806391431864,0.2047002289646309,-0.2363937144910053,-0.5944503325381604,-0.19204340041193432,-0.018569802555404902,-0.049021813190743606,-0.13265466949156646,-0.014714007882264232,0.1215969001304534,202619,244911,62.0,69.0,Paul McCallum,1993-07-28 00:00:00
40904,2.424852944503213,-0.5848309000105105,-0.09007313586669503,0.3219912315533749,0.14635047871586535,-0.2268247699788747,-0.02402964806467652,0.2116738457929953,0.07336524235900058,0.08497375101162485,0.06928590462831738,0.0255077577834308,0.03836354806311625,0.0066503887127438545,178312,39294,70.0,70.0,Davide Bassi,1985-04-12 00:00:00
40739,0.3565292183391909,1.079626648502066,-0.7498128944949917,0.5613351933594636,0.4234243735831071,0.08695856939120968,-0.3299958792473921,-0.1814936400137233,-0.2999902382513896,0.25880363854780397,-0.44303073483282174,-0.03234801579942353,0.2044980647562633,0.10787790610533876,165736,24166,71.0,71.0,David Wheater,1987-02-14 00:00:00
40664,0.452213277760604,0.2391078686732817,-0.2970718106874786,0.6048299137737323,-0.7198610034448547,0.8046221432553057,-0.29642075713229304,-0.2350414046991353,0.8725597777797991,0.2182185149422993,0.05373457101832832,0.034521982415430516,-0.035545155539875195,0.020211131198800712,151976,131404,66.0,66.0,David Vandenbroeck,1985-07-12 00:00:00
98617,2.3976851471209017,-0.5675822466764001,-0.08997334466960896,0.3330606598579769,0.12075605553014905,-0.12605560686459566,0.11257470209526074,-0.021091276707783664,-0.07019265323222441,-0.08314103391648868,0.09121372233769147,-0.23468041526966424,-0.06070537464453062,0.03324965299490576,170877,35336,63.0,63.0,Kyle Letheren,1987-12-26 00:00:00
166158,-0.7139946416437751,0.06217263326151023,-0.5232456508030396,-0.7628868771245519,0.8150457890092806,0.3314810816725086,0.3270128611434268,0.6071295889806446,0.061808545574328126,-0.17190373453386085,0.14606099278775125,-0.010704892675205628,0.13436385343262194,0.012998401179350718,163699,33468,77.0,77.0,Stephane Sessegnon,1984-06-01 00:00:00
98779,-0.14171531069265156,0.3282559084660506,1.1455995545616189,-0.35870270847983593,0.06544231926206003,-0.235464426059987,0.28202222681267025,-0.030140536900235056,0.07722297900797134,-0.10568874541494876,-0.21443541881503286,-0.04131056613879417,0.08740684103675334,-0.09432443583470423,193376,308088,71.0,71.0,Lalaina Nomenjanahary,1986-01-16 00:00:00
143188,2.4606419757987483,-0.5236587414582005,-0.10843949870943648,0.3543294924070657,0.128608926948664,-0.012831673001091979,-0.1448251461129743,0.013107024585823574,-0.05281711164331785,0.20247095428096834,0.07354671169176744,-0.10549430547161594,0.019345216534300186,-0.07512246116399021,122718,38668,63.0,63.0,Philipp Heerwagen,1983-04-13 00:00:00
48605,2.3657511612139683,-0.5593598608717529,-0.10269278561207892,0.29722249333905404,0.13766945324573088,-0.1857927446789568,-0.07134980621793349,0.16712609804218498,0.043517897780018425,0.10217625697224668,0.09245240415310726,-0.04949833694205146,0.12470299691919295,-0.0784105422557058,52326,42247,67.0,67.0,Eldin Jakupovic,1984-10-02 00:00:00
93625,0.1975213663027653,0.4936969336027814,1.178496542860743,-0.1129626344252266,-0.04765552152752325,-0.12513247075331355,0.5935267090729414,-0.12701852187060686,0.11752446833378012,0.1659605503598965,-0.10421172147819588,0.15480040736240538,-0.1988604851556344,-0.0656834316203992,224198,560416,62.0,74.0,Karim Hafez,1996-03-12 00:00:00
47849,0.2686809206839904,-0.4000702158345297,-0.18433655620644626,-0.7834849035270324,0.07454728634143201,-0.033453874079065415,-0.13828371966096006,-0.40426829386226376,-0.0113063064052834,-0.036384742919074696,0.02633151079978254,0.044191648429112516,0.033392724139650894,-0.14128690137911395,188386,134222,65.0,65.0,Edouard Butin,1988-06-16 00:00:00
142798,-0.04263281143449709,0.2172273907194706,-0.18792581373442666,-0.6130842442800065,-0.3319455356604707,-0.11756061765599707,0.13442316424190456,0.03703864411090693,0.10228755348021806,0.17198029687146862,-0.009676702002129896,0.0913620129269618,-0.09542412269077148,0.011786867233475459,210488,243473,68.0,72.0,Peter van Ooijen,1992-02-16 00:00:00
142793,2.471792001429631,-0.4888915621282641,-0.09663369191488667,0.35694363897662673,0.10878319977555227,-0.01349502136415974,-0.044493870559306106,-0.014570937977804494,0.022422546211975317,0.4247138949309467,0.08604283717719816,0.05071972489926705,0.011916086797226723,-0.11133161512990597,28157,46130,61.0,61.0,Peter van der Vlag,1977-12-05 00:00:00
47188,-0.08026447232139107,-0.153191193135049,-0.5327808893402988,-0.5429652265871553,0.9568413256132968,0.7228847531002269,0.2441908873806448,0.029572941028118686,-0.28920114233867866,-0.4120358152130434,0.13693460389298462,-0.18278362394607586,-0.001983468431082622,0.12263071931086356,46727,31052,69.0,69.0,Eddie Johnson,1984-03-31 00:00:00
143091,-0.6655373758947044,-0.18704236309295175,1.1088422847188335,0.7582851562572924,-0.4208248531736247,0.043768677254281636,0.06399542719912771,0.14812313045943626,-0.12536943763410013,0.0538980819749503,-0.013478100354942315,-0.14216129578085598,-0.14111582315437746,-0.040213519244972434,211872,276700,70.0,74.0,Philip Heise,1991-06-20 00:00:00
143008,0.03861000812002,1.0987986179924596,-0.7356257910378293,0.483401031030455,0.3672088311626467,-0.4108499580029,-0.2158754432671014,0.4322640938398454,-0.130657870874825,-0.2777696181454289,0.1805034227419077,-0.05383770452932978,-0.09221120389666686,0.15595352788533726,53914,23268,81.0,81.0,Phil Jagielka,1982-08-17 00:00:00
93888,0.4844880958621077,-0.4798021933683688,-0.1560265732081867,-0.7052151851400775,0.0991520101784336,-0.08529120785058232,0.20324492206776212,-0.5854236856039927,-0.0055019509010968155,-0.1022271262959856,0.1871140584707732,0.10260007836971392,-0.20991643023059764,-0.006267281271196644,212398,414552,59.0,65.0,Karol Angielski,1996-03-20 00:00:00
92710,1.0270891771750177,0.599718708912074,-0.2400429358591545,0.1531431898607467,-0.539304884432689,0.500183060326111,-0.06766449471939605,-0.16855346574685146,-0.3049465033851558,0.23990843463515155,0.10941110961366317,0.1977709227877327,-0.003511629018420816,-0.2889814648008189,204022,141704,65.0,65.0,Kaja Rogulj,1986-06-15 00:00:00
50231,-0.7101732560981209,-1.126348289574128,-0.5048657027834299,0.27186264392753245,0.7098162544829235,0.5485778397574493,0.4667125796688608,0.19127407854513725,-0.1752638231235142,-0.23005225375499985,0.12240175067384695,0.026058319508011792,-0.1599801258452314,0.17387436562676098,196819,112012,70.0,72.0,Emmanuel Mayuka,1990-11-21 00:00:00
92482,-0.4371163976375148,-0.1948901109876477,-0.5268333898286953,-0.8011145090196801,1.0161058864369101,0.5584116718600218,0.003691530915860935,0.33588811201149643,-0.013768784590819821,-0.009510320752788804,-0.04001213124892549,0.009328926189778479,-0.006969233475771522,-0.08935443386568498,152840,26144,74.0,74.0,Jussie,1983-09-19 00:00:00
161769,-0.9763554285024342,-0.5413974418740867,-0.743422244998443,0.7119285306556349,0.5816286136791738,-0.3409665607725575,-0.34849876587621803,-0.3072906532020617,-0.2631451791084146,-0.4273974467473677,0.1839534653511677,-0.0059766195706611675,0.09609057499527593,-0.06282914383917704,169216,23293,75.0,75.0,Shane Long,1987-01-22 00:00:00
92536,2.410111227860701,-0.6894340149505044,-0.07056376248532001,0.2561063347606822,0.20907559775698648,-0.3966796135734093,-0.028770182728261744,0.3964377112313547,0.2368634042368732,0.1557200471284446,0.0622436821355112,0.14845102802497276,0.06281866168077034,0.07035878744813928,156092,30990,75.0,75.0,Justo Villar,1977-06-30 00:00:00
162281,-0.5565188024240217,0.7167645565826096,0.799887953250062,-0.14576518150812606,0.9154953276775836,0.5448157865125397,0.37267365537704544,0.6634454125681422,0.036044071790638905,0.2371950374152668,0.1265967563983841,-0.08664659511586592,-0.036713467076665104,0.09803387818855744,168798,25525,71.0,71.0,Siaka Tiene,1982-02-22 00:00:00
93182,0.5177447473305341,1.0366788050991658,-0.7369195277276009,0.6223754149123616,0.4506043072240658,0.09460026435041564,-0.1928295251201862,-0.30031451268913684,-0.31503685886366434,0.2108726549696276,-0.0850865593044055,-0.022479388221197737,-0.08506137162505929,-0.15010653115893555,177131,26066,66.0,66.0,Kamil Zayatte,1985-03-07 00:00:00
162306,-0.08339934100917687,0.44971825581500896,-0.2057597202853963,-0.4598939350150776,-0.5008971101341179,-0.09690626075812013,0.2596359343053957,0.11061689664415096,-0.040780566991792784,-0.15651243713238758,0.08846470139371088,-0.1569238608697254,-0.016831564204913142,0.051980746614256376,174402,174546,71.0,71.0,Siboniso Pa Gaxa,1984-04-06 00:00:00
48765,-1.1435622812500086,0.022133646364668632,0.5679773996157174,1.0889824110101245,0.7530018129657507,-0.21137267281924296,-0.4216859876317293,-0.2154929023947316,-0.19011000822683274,0.04882551423324516,0.08709387634077588,0.07170127190288057,0.10810873092220057,0.012963597914665252,202473,185709,72.0,72.0,Elio Martins,1985-03-26 00:00:00
49558,-0.3830073626987176,-1.077079290368995,-0.4971282464834827,0.4378496935790195,0.7004544384027662,0.7566366146411113,0.4636690575758157,-0.045219584987854326,-0.23451309084137226,0.2309637962197749,0.11090987833893187,-0.20459828401503047,0.1122102681041346,0.015038806338795119,194001,147980,60.0,60.0,Emil Drozdowicz,1986-07-05 00:00:00
49461,0.6312811661437703,0.6154331976052109,-0.2292759045241181,-0.000928320991100906,-0.5934446076103036,0.2882473130843126,0.19415521993413007,-0.05927271140076821,-0.2828421535161603,-0.26761475155761405,0.11121363338899837,-0.004893133627439839,-0.29335177688650105,0.11104333634737336,183671,79262,70.0,70.0,Emanuele Terranova,1987-02-05 00:00:00
49419,0.6561315212744099,0.2855804196429673,-0.28342908620263946,0.7843769194175904,-0.7938815830053009,0.7725205496272254,0.09629652309332966,-0.34740263265047305,0.7619506915564603,-0.17504541620739256,0.0036221760748042365,-0.11977829324465605,-0.0484594955216103,0.17787824569613314,165244,42647,66.0,66.0,Emanuele Pesoli,1980-08-31 00:00:00
164256,0.07376717357105446,0.6483252289655493,-0.6862695640729379,0.18442918059572375,0.6559943418340469,-0.3303058372485593,0.07577454673676268,-0.2769440820201079,-0.04939779536808018,0.1337792915337464,-0.2208579340048296,0.03744180798383676,-0.07205395370803333,-0.10277888508465943,224158,593116,62.0,76.0,Sofyan Amrabat,1996-08-21 00:00:00
142088,-0.10307083307144876,0.7407657993463449,-0.6893509172815773,0.13783485387880692,0.6008714865409961,-0.4147047237302263,0.13281965215382385,-0.17697180888385852,0.050725160279894606,0.2983291675417039,0.12671453911274466,0.05473786451867782,0.12193217738898787,0.021323075935547338,30458,27419,65.0,65.0,Peer Kluge,1980-11-22 00:00:00
141798,0.9338140594983176,0.5965567173870783,-0.2371023679957449,0.09710284004032432,-0.5345365562062064,0.4882718044504712,-0.1150436239439884,-0.13332538879805114,-0.2666099385544815,0.28262289244872896,-0.09262591046672754,0.17392125686252954,-0.07662391988333818,0.1259285372530795,227539,566379,65.0,73.0,Pedro Monteiro,1994-01-30 00:00:00
96243,0.4913866545231989,0.2683422491950543,-0.3004843313939401,0.6780837502769326,-0.7714452618236457,0.747321353162639,-0.07395600618004675,-0.2466143433694621,0.7878104453565106,-0.17599895798740806,-0.010338178972367206,0.08374720285655822,-0.06647850199770411,-0.22585562115162355,183479,110168,67.0,68.0,Kevin van Diermen,1989-07-03 00:00:00
96076,0.12788212886479336,0.13360476499429313,1.1320006583598952,-0.3550578510241083,0.2197094595388659,0.034678696083896954,0.06271133243325754,-0.4079594320881233,-0.06328761460266984,-0.1236897887663339,-0.11314094553363135,0.06250461764875734,-0.1082283249480565,-0.003735399833569028,228357,612405,60.0,77.0,Kevin Soni,1998-04-17 00:00:00
141956,-0.5945064263345734,-1.155843969579904,-0.4691485930647656,0.3049872855357744,0.7121518159756235,0.3679140580703502,0.8246342736173897,0.20022130062774374,0.026002287683299704,0.05571365564576407,0.13704043096838436,0.24368836757863885,0.10137539865199068,-0.016835594092744884,220765,243649,65.0,72.0,Pedro Ramirez,1992-08-24 00:00:00
96186,-0.0206185648108712,0.48254491654425896,1.1138391575137432,-0.25076661399166195,0.02001490379754985,0.014268021757002062,0.013698697169073936,-0.12219215917114767,0.004501019000067965,0.16611382635004726,0.27334406834246544,-0.12128262144491285,0.014188539527687406,-0.0880801839363838,140119,32618,61.0,61.0,Kevin Thomson,1984-10-14 00:00:00
44879,0.4842580430103472,-0.024629467142963487,1.0875567381427045,-0.3017684214950385,0.3954135062075392,0.3369192007596243,-0.5921344842397772,-0.5386625319107327,-0.16447210901754594,0.15759585086423014,0.0686358631873788,0.1670286919831687,-0.026639568582145817,-0.13622559446303,215817,557587,61.0,68.0,Dino Islamovic,1994-01-17 00:00:00
46924,0.40161945975356894,0.5894011755335504,-0.24203268532582356,-0.15517322670096995,-0.5506537890747032,0.25429967184886826,-0.042222682719681916,0.00988976557916403,-0.2187356546689522,0.013715924654643958,0.06044703656096444,-0.02728771603510685,0.0588166806892288,0.08846733693171753,186538,16254,70.0,70.0,Dusan Veskovac,1986-03-16 00:00:00
46611,-0.6250101451542444,-0.34545428346922674,-0.21955874115122986,0.5038145441668149,-0.8347765054380117,0.04056779406765816,0.13494565020724006,0.2187930797231499,-0.17927823537057744,-0.07855721923000142,-0.12451617409837655,-0.21530197199770187,0.004486106646877518,0.012539160643000384,140057,36034,72.0,72.0,Du-Ri Cha,1980-07-25 00:00:00
94607,0.5996683844831835,0.654919775609596,-0.20618567964356166,-0.008925448550726894,-0.6229855335820029,0.16673449122102,0.3187430701183453,0.072013434234112,-0.1393427318989603,0.027183370605870925,-0.28219031534562944,0.0297101203959402,-0.057606939587543385,-0.11462441515774767,163476,32318,70.0,70.0,Kelvin Wilson,1985-09-03 00:00:00
94601,0.10037548357535016,0.05989116800695364,-0.25571743093374244,0.3636989091294426,-0.6664834395573589,0.4996715236163473,0.13216488164140355,-0.2849267863413529,0.939593968953898,-0.09341808995586504,-0.02245312131174176,-0.27294632504617744,0.06420941864404885,-0.06261788739639919,188284,104005,63.0,63.0,Kelvin Maynard,1987-05-29 00:00:00
94420,-0.017082946802356697,0.8567178350818799,-0.7201361166675346,0.2334034053701351,0.5539357058145296,-0.1725585707953821,-0.07352813785427244,-0.2995789424077144,-0.1003654621728386,0.3451070891575329,0.052806217150961884,0.03066064040928925,0.10169128862608763,-0.006967553254712443,120297,23736,64.0,64.0,Keith Southern,1981-04-24 00:00:00
47152,0.4452609304578624,-0.4494223140068516,-0.180881399760784,-0.7193154671488449,0.09902875599819276,0.05204016640507195,-0.03869271510704663,-0.6077232354028101,-0.07817695693694529,-0.07263206779126816,0.025295956412075826,0.10943971864277552,-0.06314616469069863,0.12345824573384405,224052,568903,64.0,66.0,Ebinho,1988-01-18 00:00:00
163276,-0.7015724690934283,-0.9076354756260052,-0.1874258426272261,0.11392408392113194,-0.4559845202806629,-0.12962851362252828,-0.027675571825535438,0.035597792860469005,0.056494060015437476,0.24599208628574534,-0.3895862872460495,-0.08199503801702172,0.1786032618852692,0.14309195478949227,201965,255221,73.0,80.0,Simon Thern,1992-09-18 00:00:00
95139,0.23752380684649874,0.6772383791020521,-0.6809222985691454,0.30855114295873604,0.6179858936311982,-0.2929655957800413,0.35520047523824644,-0.4989064981877762,-0.12938357570185682,0.06565854504023444,0.16759657922370474,-0.02062668379160496,0.13285915789348807,-0.02333056587477816,205075,239959,57.0,64.0,Kevin Bigler,1992-10-05 00:00:00
46139,-0.32575245653492274,-0.12259159279740285,1.0945662333823205,0.981826957333506,-0.4606173712741761,0.21543142511885136,0.11715260848280748,-0.058537227908392976,-0.27216440458930874,0.06068855099629757,0.08413906320074023,-0.29190797651670986,0.1955029339539522,0.1099513473064138,202654,163618,65.0,65.0,Dorde Cotra,1984-09-13 00:00:00
45913,0.6448439222895079,0.05825141223687266,-0.2501902661545911,0.6611731476051839,-0.6808680967985994,0.6795628827355064,0.34444374842244696,-0.5745262847878198,0.7765124203002078,-0.1836337619362024,-0.005973011258210564,-0.17865336158810002,-0.015563429297174847,-0.059946828086820524,224206,433662,57.0,60.0,Dominik Sadzawicki,1994-04-19 00:00:00
